cod_distrito,tipo_accidente,estado_meteorológico,coordenada_x_utm,coordenada_y_utm,fecha_month,fecha_day,hora_hour,hora_minute,sexo_Mujer,sexo_Hombre,sexo_Desconocido,tipo_vehiculo_movilidad_urbana_ligera,tipo_vehiculo_vehículos_ligeros_motorizados,tipo_vehiculo_vehículos_personales_y_utilitarios,tipo_vehiculo_transporte_pesado,tipo_vehiculo_remolques,tipo_vehiculo_sin_especificar,rango_edad_0,rango_edad_0-17,rango_edad_18-24,rango_edad_25-34,rango_edad_35-44,rango_edad_45-59,rango_edad_60+,tipo_persona_Conductor,tipo_persona_Pasajero,tipo_persona_Peatón,positiva_alcohol,cod_lesividad
9,6,0,438157.0,4478045.0,7,8,22,30,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,7
2,7,0,440659.0,4472530.0,7,8,23,53,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0
15,6,0,444736.0,4477898.0,7,9,0,48,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0
5,11,0,442733.0,4479246.0,7,9,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7
14,6,0,446578.0,4473520.0,7,8,23,35,2,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,0,0,0,4
15,7,0,445645.0,4476973.0,7,9,1,15,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0
1,3,0,439872.0,4473617.0,7,8,23,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1
13,3,0,444913.0,4470123.0,7,9,4,45,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
8,6,6,439211.0,4482815.0,7,8,14,10,2,1,1,0,0,4,0,0,0,1,0,1,0,1,1,0,3,1,0,0,0
7,3,0,441065.0,4476622.0,7,8,13,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
13,4,0,443471.0,4472734.0,7,9,6,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
8,7,0,440709.0,4481680.0,7,8,14,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0
5,0,0,442489.0,4481654.0,7,8,14,40,3,4,0,0,0,7,0,0,0,0,1,1,1,1,3,0,4,3,0,0,0
10,0,0,434490.0,4471787.0,7,8,13,45,3,1,0,0,0,4,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0
21,0,0,450618.0,4479753.0,7,8,9,50,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
7,5,0,439947.0,4476710.0,7,9,8,50,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
13,0,0,443205.0,4472161.0,7,9,8,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,4
16,10,0,447654.0,4478492.0,7,9,7,50,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10,3,0,437401.0,4473553.0,7,9,10,40,3,1,0,0,0,0,4,0,0,0,0,0,0,0,2,2,1,3,0,0,2
21,0,0,450589.0,4479799.0,7,8,10,38,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2
3,0,0,443007.0,4474604.0,7,9,11,45,0,1,2,0,0,3,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0
3,0,6,443536.0,4473131.0,7,9,10,40,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
5,7,0,441626.0,4477707.0,7,9,11,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1
6,3,0,440374.0,4478248.0,7,9,12,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7
1,2,0,440332.0,4474063.0,7,9,11,15,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
18,7,0,448034.0,4469083.0,7,9,13,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
1,7,0,439699.0,4474990.0,7,9,12,50,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2
20,6,0,447995.0,4477227.0,7,9,12,30,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2
4,7,6,441765.0,4476265.0,7,9,10,53,2,1,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0
13,0,0,443296.0,4472255.0,7,9,13,35,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
2,7,0,439907.0,4472935.0,7,9,13,15,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
13,7,0,443936.0,4471937.0,7,8,21,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0
5,7,0,441865.0,4480135.0,7,8,19,29,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
5,3,0,442317.0,4476845.0,7,9,15,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
2,7,6,440001.0,4472748.0,7,9,15,30,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
2,0,0,442546.0,4471497.0,7,9,15,20,0,3,0,0,0,3,0,0,0,0,0,1,1,0,1,0,3,0,0,0,1
9,6,0,437922.0,4477440.0,7,9,15,30,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,1
7,6,6,440489.0,4476197.0,7,9,15,20,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
13,0,0,442261.0,4471062.0,7,9,15,50,2,1,0,0,0,3,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0
15,7,6,445565.0,4476585.0,7,9,15,20,1,2,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0
11,6,0,439291.0,4471877.0,7,9,17,30,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1
20,8,0,446483.0,4475740.0,7,9,15,10,1,0,2,0,0,3,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0
8,8,6,442645.0,4484489.0,7,9,14,30,1,2,0,0,0,3,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0
20,0,6,448101.0,4475439.0,7,9,17,50,1,2,0,0,0,3,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0
9,0,6,437347.0,4476188.0,7,9,17,10,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1
7,0,0,440072.0,4476978.0,7,9,16,55,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
6,7,0,441389.0,4479274.0,7,9,15,25,1,2,0,0,0,3,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0
12,6,0,440365.0,4470742.0,7,9,18,35,2,2,0,0,0,4,0,0,0,0,1,0,1,1,1,0,2,2,0,0,2
2,6,0,439405.0,4472507.0,7,9,19,25,1,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1
6,6,0,441163.0,4479213.0,7,8,21,50,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,4
2,0,0,439538.0,4472953.0,7,9,18,45,1,4,0,0,2,3,0,0,0,0,0,0,2,1,2,0,3,2,0,0,2
19,7,6,453126.0,4473380.0,7,9,16,22,0,3,0,0,0,2,1,0,0,0,0,0,1,2,0,0,2,1,0,0,0
13,4,0,443548.0,4472771.0,7,9,19,30,0,2,1,0,0,3,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0
4,0,0,441662.0,4476586.0,7,9,18,30,2,1,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0
4,7,0,442921.0,4476046.0,7,9,20,30,2,1,0,0,2,1,0,0,0,0,0,0,2,0,0,1,2,1,0,0,2
5,6,0,442445.0,4476973.0,7,9,20,20,1,2,0,0,0,3,0,0,0,0,0,0,2,1,0,0,2,1,0,0,2
8,6,0,442739.0,4483699.0,7,9,20,40,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,4
13,0,0,443204.0,4472160.0,7,9,19,25,2,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0
13,7,0,444269.0,4470777.0,7,9,21,35,0,3,0,0,0,3,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0
1,2,0,440844.0,4473652.0,7,9,21,35,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,4
5,4,0,443473.0,4476997.0,7,9,21,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
10,4,6,436487.0,4472997.0,7,9,23,15,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,6,0,441974.0,4475182.0,7,9,23,40,1,2,0,0,0,3,0,0,0,0,0,0,1,2,0,0,2,1,0,0,1
7,3,0,441141.0,4476992.0,7,10,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
10,3,0,435907.0,4470661.0,7,9,23,55,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
11,4,0,436723.0,4471067.0,7,10,0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
9,0,0,434623.0,4479278.0,7,9,23,30,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
10,6,0,435998.0,4468195.0,7,9,22,30,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
11,9,0,437273.0,4469512.0,7,7,23,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
13,2,0,443736.0,4471803.0,7,10,3,20,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2
5,6,0,441859.0,4478123.0,7,10,4,38,0,4,0,0,0,4,0,0,0,0,0,1,0,3,0,0,2,2,0,0,2
18,7,0,446988.0,4470269.0,7,10,6,55,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0
20,0,0,447265.0,4476047.0,7,10,8,30,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2
7,2,0,440833.0,4476873.0,7,10,7,43,2,2,0,0,0,4,0,0,0,0,0,0,3,0,1,0,1,2,1,1,1
5,0,0,442700.0,4479460.0,7,10,9,40,2,1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,2,1,0,0,2
2,9,0,440224.0,4471895.0,7,10,8,56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14,6,6,446735.0,4473889.0,7,10,7,20,0,3,0,0,0,3,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0
20,4,0,449079.0,4475479.0,7,10,9,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2,7,0,440804.0,4472754.0,7,9,13,20,0,3,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0
6,7,0,440348.0,4478569.0,7,10,9,30,0,2,1,1,0,2,0,0,0,1,0,1,0,1,0,0,3,0,0,0,1
4,6,0,441296.0,4474695.0,7,10,10,20,1,3,0,0,0,3,1,0,0,0,1,0,0,3,0,0,2,2,0,0,1
16,6,0,446720.0,4479946.0,7,10,8,40,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2
4,0,0,442977.0,4475539.0,7,10,11,5,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
2,0,0,440601.0,4472428.0,7,10,11,11,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
21,3,0,448016.0,4479281.0,7,9,22,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6
5,0,0,442418.0,4476959.0,7,10,10,36,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,4
1,7,0,440941.0,4475286.0,7,10,11,40,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
7,0,0,441388.0,4476036.0,7,10,11,25,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
13,7,0,443222.0,4472164.0,7,10,11,20,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0
8,4,6,439708.0,4482698.0,7,10,12,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0
20,5,0,447054.0,4476597.0,7,10,12,35,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0
19,0,0,449578.0,4472758.0,7,10,12,40,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2
8,0,0,439905.0,4481408.0,7,10,12,50,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
11,6,6,439116.0,4472127.0,7,10,12,47,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
11,9,0,437613.0,4470893.0,7,10,13,54,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3,0,0,441524.0,4473191.0,7,10,14,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
17,2,0,440021.0,4466641.0,7,10,8,22,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
15,8,0,443832.0,4477898.0,7,10,14,5,1,4,0,0,0,5,0,0,0,0,0,1,1,0,3,0,4,1,0,0,2
1,4,0,439672.0,4474708.0,7,9,16,40,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18,4,0,449465.0,4468026.0,7,10,15,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1
6,6,0,440237.0,4478920.0,7,9,21,40,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1
16,9,6,444956.0,4478004.0,7,10,14,15,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
17,10,0,443954.0,4464371.0,7,10,15,50,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,7,0,440578.0,4476770.0,7,10,17,45,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
2,3,0,440514.0,4472991.0,7,10,14,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
2,0,0,441316.0,4470612.0,7,9,17,50,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
1,0,0,440178.0,4474223.0,7,10,17,24,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4
17,6,0,439581.0,4465041.0,7,10,15,50,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,4
18,8,0,448365.0,4469892.0,7,10,18,5,1,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
20,6,0,451518.0,4476974.0,7,10,17,15,1,3,0,0,0,4,0,0,0,0,0,0,2,1,1,0,2,2,0,0,2
14,6,0,444965.0,4473387.0,7,10,18,12,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,1,1
5,0,0,441858.0,4480614.0,7,10,19,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
3,0,0,443764.0,4473670.0,7,10,17,35,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1
4,6,0,443552.0,4476109.0,7,10,18,15,1,3,0,0,0,4,0,0,0,0,1,0,1,2,0,0,2,2,0,0,2
5,0,6,443777.0,4477926.0,7,10,18,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
15,4,6,445523.0,4475820.0,7,10,17,25,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
12,0,0,438878.0,4469174.0,7,10,20,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,2,1,0,0,2
21,4,0,450006.0,4478407.0,7,10,19,15,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1
3,3,0,444080.0,4474354.0,7,10,17,50,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1,0,0,441280.0,4474727.0,7,10,19,40,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1
5,6,0,441893.0,4479152.0,7,10,20,8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2
15,6,0,445881.0,4476547.0,7,10,19,30,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2
8,2,0,442684.0,4483938.0,7,10,20,45,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2
15,0,0,445866.0,4476613.0,7,10,21,10,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
17,0,0,441138.0,4464645.0,7,10,21,30,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0
17,7,6,440048.0,4466219.0,7,11,0,53,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0
4,6,0,443958.0,4475480.0,7,11,0,50,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
10,6,6,437759.0,4473580.0,7,10,23,50,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
20,4,0,448551.0,4476290.0,7,10,13,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21,2,0,449785.0,4479043.0,7,10,8,45,2,1,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1
15,0,0,443488.0,4479483.0,7,10,14,10,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
12,2,0,440787.0,4470109.0,7,11,7,45,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,5
3,7,0,441580.0,4473167.0,7,11,8,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
12,0,0,438959.0,4469498.0,7,11,7,15,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2
13,6,0,444013.0,4469065.0,7,11,9,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1
1,2,0,439586.0,4474089.0,7,11,10,10,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2
15,0,0,445890.0,4476567.0,7,11,10,10,2,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2
9,0,0,434775.0,4478547.0,7,11,9,10,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,4
8,3,0,441592.0,4480663.0,7,11,8,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
4,0,0,441630.0,4475076.0,7,11,8,40,2,1,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,1,0,0,1
11,4,0,438138.0,4471881.0,7,10,9,30,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,0,0,441437.0,4478089.0,7,11,12,10,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4
20,7,0,447232.0,4475342.0,7,11,11,45,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1
13,4,6,444983.0,4471465.0,7,11,12,35,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0
2,6,6,439788.0,4472272.0,7,11,13,25,1,2,0,0,0,3,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0
7,4,0,440030.0,4476148.0,7,11,12,35,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
19,6,0,453554.0,4473229.0,7,11,12,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
3,3,0,444023.0,4474211.0,7,10,20,15,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5,3,0,442813.0,4477604.0,7,11,14,25,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
10,7,0,434716.0,4470609.0,7,11,14,0,1,1,1,0,1,2,0,0,0,1,0,0,0,1,1,0,3,0,0,0,3
4,0,6,443971.0,4475363.0,7,10,14,5,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
5,4,6,442775.0,4480461.0,7,11,13,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
16,8,0,444825.0,4480239.0,7,11,14,54,0,1,2,0,0,3,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0
12,0,0,441034.0,4469095.0,7,11,14,50,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1
12,2,0,441241.0,4469073.0,7,11,16,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
8,2,0,442610.0,4484164.0,7,11,15,50,2,1,0,0,0,3,0,0,0,0,1,0,0,0,2,0,1,1,1,0,4
13,7,0,443110.0,4471703.0,7,11,14,40,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
12,6,0,439781.0,4470644.0,7,11,16,30,1,2,0,0,0,3,0,0,0,0,1,0,1,1,0,0,2,1,0,0,1
12,0,0,439606.0,4470704.0,7,11,16,40,1,2,0,0,0,3,0,0,0,0,0,0,0,2,1,0,2,1,0,0,2
20,7,0,445871.0,4476542.0,7,11,15,45,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
8,0,6,440065.0,4482948.0,7,11,15,50,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
7,3,0,439459.0,4477489.0,7,11,17,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
20,6,0,451794.0,4477233.0,7,11,16,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2
2,0,0,442334.0,4471235.0,7,11,17,20,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
3,6,0,442730.0,4472679.0,7,11,18,20,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
8,4,0,443680.0,4483921.0,7,11,17,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
9,0,0,438305.0,4479112.0,7,11,19,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
15,7,0,444550.0,4475952.0,7,11,19,30,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0
2,0,6,438748.0,4473166.0,7,11,19,10,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1
2,0,6,438754.0,4473185.0,7,11,19,10,1,2,0,0,0,3,0,0,0,0,0,0,1,0,2,0,2,1,0,0,1
9,7,0,437600.0,4476226.0,7,11,17,25,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0
12,6,0,439590.0,4471130.0,7,11,18,45,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
17,10,0,443780.0,4464613.0,7,11,17,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
8,7,0,441391.0,4482868.0,7,11,19,15,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
7,2,0,439387.0,4475935.0,7,11,20,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
6,7,0,441422.0,4479662.0,7,11,16,50,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
18,2,0,447341.0,4469889.0,7,11,19,30,2,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,1,1,1,0,1
6,7,0,441270.0,4480167.0,7,11,20,20,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
7,3,0,441156.0,4475534.0,7,11,19,30,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
3,0,0,443913.0,4473956.0,7,11,19,10,2,3,0,0,0,5,0,0,0,0,0,0,0,2,1,2,2,3,0,0,0
8,0,0,440784.0,4481742.0,7,11,18,25,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
1,0,6,441201.0,4473434.0,7,11,20,10,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
16,7,0,445146.0,4481839.0,7,11,17,40,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
4,6,0,442338.0,4475760.0,7,11,20,30,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1
6,0,0,441529.0,4479741.0,7,12,0,15,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1
6,7,6,440661.0,4480416.0,7,11,6,50,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
11,4,0,439110.0,4470935.0,7,12,0,40,0,2,3,0,0,5,0,0,0,3,0,2,0,0,0,0,4,1,0,0,0
20,4,0,447747.0,4475825.0,7,12,3,20,0,2,2,0,0,4,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0
7,0,0,441350.0,4476893.0,7,12,3,38,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1
14,0,0,444078.0,4474164.0,7,12,8,20,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
11,4,0,435981.0,4468027.0,7,12,8,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
13,6,0,444556.0,4470279.0,7,12,8,45,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2
21,6,0,450522.0,4478403.0,7,12,7,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1
15,6,0,444445.0,4476822.0,7,12,8,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0
9,4,0,438822.0,4479905.0,7,12,7,30,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
21,8,0,451556.0,4479679.0,7,12,1,20,0,3,0,0,0,3,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1
10,3,0,435258.0,4470816.0,7,12,8,25,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,2
15,4,0,443968.0,4478355.0,7,12,7,48,0,1,3,0,0,4,0,0,0,3,0,0,1,0,0,0,4,0,0,0,2
12,0,0,440298.0,4471456.0,7,12,9,15,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,5
11,8,0,438992.0,4472257.0,7,12,2,0,0,1,2,0,0,3,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0
2,3,0,439526.0,4472578.0,7,12,10,25,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,2
14,6,6,444045.0,4473565.0,7,12,10,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
17,6,0,439358.0,4465478.0,7,12,9,5,1,1,1,0,0,3,0,0,0,1,0,0,0,1,0,1,3,0,0,0,2
