cod_distrito,tipo_accidente,estado_meteorológico,coordenada_x_utm,coordenada_y_utm,fecha_month,fecha_day,hora_hour,hora_minute,sexo_Mujer,sexo_Hombre,sexo_Desconocido,tipo_vehiculo_movilidad_urbana_ligera,tipo_vehiculo_vehículos_ligeros_motorizados,tipo_vehiculo_vehículos_personales_y_utilitarios,tipo_vehiculo_transporte_pesado,tipo_vehiculo_remolques,tipo_vehiculo_sin_especificar,rango_edad_0,rango_edad_0-17,rango_edad_18-24,rango_edad_25-34,rango_edad_35-44,rango_edad_45-59,rango_edad_60+,tipo_persona_Conductor,tipo_persona_Pasajero,tipo_persona_Peatón,positiva_alcohol,cod_lesividad
21,4,0,450967.0,4479083.0,3,19,10,30,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
4,6,6,443121.0,4475388.0,3,20,11,50,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
10,0,0,433977.0,4468467.0,3,20,14,6,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1
13,4,6,443859.0,4472743.0,3,21,8,46,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0
5,7,3,442252.0,4476922.0,3,21,9,10,0,3,0,0,1,2,0,0,0,0,0,1,0,2,0,0,3,0,0,0,3
11,5,0,438105.0,4472311.0,3,21,7,25,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3
12,6,5,439247.0,4469452.0,3,21,9,5,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1
5,7,5,443558.0,4478200.0,3,21,9,15,1,2,0,0,0,3,0,0,0,0,1,0,0,1,0,1,2,1,0,0,1
9,3,3,438554.0,4475727.0,3,21,8,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
3,3,5,441967.0,4473128.0,3,21,9,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
1,6,0,439846.0,4474877.0,3,21,9,10,0,3,0,0,0,3,0,0,0,0,0,1,0,0,2,0,2,1,0,0,2
6,7,0,441343.0,4477534.0,3,21,9,25,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1
2,1,0,442468.0,4471673.0,3,21,10,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,4,0,440284.0,4474724.0,3,21,10,5,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
10,8,0,437218.0,4471736.0,3,21,10,20,2,5,0,0,0,7,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0
9,0,6,437615.0,4475566.0,3,21,9,44,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
15,7,6,443120.0,4480795.0,3,21,11,30,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1
11,6,0,435693.0,4468269.0,3,21,12,22,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
11,4,0,438836.0,4472261.0,3,18,11,10,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
4,0,0,441586.0,4474641.0,3,21,12,40,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
8,7,0,440316.0,4481135.0,3,21,13,26,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2
11,7,0,438001.0,4471058.0,3,21,13,34,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1
3,0,0,443774.0,4473688.0,3,21,12,45,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
13,2,0,442961.0,4471044.0,3,21,14,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2
19,0,0,447084.0,4472974.0,3,21,13,20,1,2,0,0,0,3,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2
17,7,0,441038.0,4467328.0,3,21,14,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0
13,0,0,442394.0,4471309.0,3,21,14,18,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
10,6,0,435438.0,4472616.0,3,21,15,15,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
7,7,0,439615.0,4477157.0,3,21,15,20,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0
20,6,0,447583.0,4474424.0,3,21,15,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2
2,4,0,442217.0,4471701.0,3,21,15,30,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,6,0,440130.0,4478022.0,3,21,14,45,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2
5,0,0,442947.0,4478861.0,3,21,17,5,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1
5,7,0,441800.0,4478129.0,3,21,17,40,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1
11,8,0,437774.0,4471033.0,3,21,17,10,1,4,0,0,0,4,1,0,0,0,0,1,1,1,2,0,3,2,0,0,2
8,4,0,441599.0,4482401.0,3,21,14,33,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
15,6,0,445926.0,4475651.0,3,21,18,15,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1
15,4,6,444390.0,4476019.0,3,21,16,30,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
15,0,0,443745.0,4479225.0,3,21,14,45,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2
8,6,0,440901.0,4483792.0,3,21,16,47,1,5,0,0,0,6,0,0,0,0,0,5,0,1,0,0,2,4,0,0,1
5,0,0,442374.0,4481657.0,3,21,15,25,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1
6,0,0,440905.0,4479365.0,3,21,16,10,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
6,6,0,441108.0,4477867.0,3,21,14,25,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0
2,6,0,438509.0,4472794.0,3,21,17,5,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0
10,7,6,436666.0,4473201.0,3,21,18,30,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
11,6,0,438051.0,4471999.0,3,21,18,45,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
20,4,0,451530.0,4477526.0,3,21,15,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0
13,3,0,443345.0,4469894.0,3,21,19,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5
15,9,0,443775.0,4481525.0,3,21,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,7,6,443636.0,4473303.0,3,21,19,45,1,2,0,0,0,3,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0
19,2,6,449224.0,4472399.0,3,21,19,31,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2
9,10,0,438303.0,4477545.0,3,21,19,35,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2
11,3,0,439293.0,4471863.0,3,21,19,45,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
13,3,0,444810.0,4471508.0,3,21,18,45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,8,0,443770.0,4473670.0,3,20,20,35,1,3,0,0,0,4,0,0,0,0,0,2,0,2,0,0,3,1,0,0,0
10,7,0,437261.0,4473481.0,3,21,20,35,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,2
17,6,0,440270.0,4466682.0,3,21,20,39,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
15,0,0,444875.0,4477629.0,3,21,22,5,1,2,0,0,0,3,0,0,0,0,0,1,1,1,0,0,2,1,0,0,2
15,0,0,444548.0,4478233.0,3,21,21,32,1,2,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2
16,7,0,447856.0,4481766.0,3,21,23,30,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
2,0,0,438815.0,4473805.0,3,21,22,41,0,3,0,0,2,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,2
2,0,0,441142.0,4472869.0,3,21,0,4,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
16,8,0,444971.0,4481513.0,3,21,20,50,2,2,0,0,0,4,0,0,0,0,0,1,0,0,1,2,3,1,0,0,2
3,7,6,442133.0,4472753.0,3,22,0,44,1,0,2,0,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,1,0
10,3,0,438445.0,4472386.0,3,22,2,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2
13,6,0,446051.0,4470730.0,3,21,6,20,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
15,0,0,443687.0,4481601.0,3,21,13,40,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
4,4,0,443834.0,4475573.0,3,22,7,45,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1
9,3,0,437991.0,4474107.0,3,21,13,40,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
7,6,0,439642.0,4477183.0,3,22,7,45,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4
8,0,0,442409.0,4484867.0,3,22,8,45,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
1,2,0,439753.0,4474380.0,3,22,8,7,0,4,0,0,0,4,0,0,0,0,0,0,1,1,1,1,1,2,1,0,4
12,7,0,441030.0,4469177.0,3,22,9,45,1,3,0,0,0,3,1,0,0,0,1,0,0,1,2,0,2,2,0,0,0
13,4,0,443722.0,4471270.0,3,22,10,51,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0
6,6,0,441450.0,4478435.0,3,22,9,15,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,4
2,3,0,440669.0,4471714.0,3,22,11,50,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6
2,4,0,439565.0,4472961.0,3,22,11,45,1,0,2,0,0,3,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0
5,2,0,441510.0,4478497.0,3,22,11,40,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2
4,5,0,442995.0,4475765.0,3,22,10,30,3,0,1,0,1,1,0,0,2,1,0,0,1,0,1,1,3,0,1,0,4
21,6,0,451073.0,4480707.0,3,21,14,23,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0
8,3,0,442585.0,4481706.0,3,22,10,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
9,0,0,437914.0,4475916.0,3,22,13,10,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2
20,10,6,452102.0,4477776.0,3,22,13,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12,6,0,440967.0,4470182.0,3,22,13,40,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2
7,0,0,441093.0,4476634.0,3,22,14,41,1,2,0,0,0,3,0,0,0,0,0,0,0,2,1,0,2,1,0,0,1
13,0,6,444565.0,4469794.0,3,22,16,15,1,3,0,0,0,4,0,0,0,0,0,2,0,0,1,1,2,2,0,0,0
4,2,0,442943.0,4474753.0,3,22,14,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
11,0,0,438927.0,4469650.0,3,22,15,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1
16,3,0,444061.0,4482270.0,3,22,16,15,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
15,7,0,445360.0,4477262.0,3,22,16,0,2,1,0,0,1,2,0,0,0,0,1,0,0,1,1,0,2,1,0,0,2
2,4,0,439132.0,4473296.0,3,22,17,58,1,2,0,0,0,2,1,0,0,0,0,0,1,1,1,0,2,0,1,0,1
10,7,0,435448.0,4470941.0,3,22,17,20,1,2,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,1,0,0,0
8,6,0,442624.0,4483443.0,3,22,18,10,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
5,6,6,443393.0,4477140.0,3,22,17,55,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1
15,4,0,446050.0,4475357.0,3,22,16,25,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0
13,0,0,443610.0,4472097.0,3,22,18,30,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
12,0,0,438884.0,4469214.0,3,22,18,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2
15,7,0,444329.0,4475914.0,3,22,19,11,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
3,2,0,441358.0,4473261.0,3,22,18,15,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2
9,3,5,439205.0,4475245.0,3,22,18,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5
13,8,6,442137.0,4470803.0,3,22,20,0,1,3,0,0,0,4,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0
7,6,0,440856.0,4477156.0,3,22,20,45,2,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,2
1,6,0,439444.0,4475771.0,3,22,21,30,1,2,0,0,2,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,2
5,6,0,441605.0,4478144.0,3,22,21,43,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1
8,0,0,440378.0,4482155.0,3,22,21,34,1,3,0,0,0,4,0,0,0,0,1,0,2,1,0,0,2,2,0,0,0
13,4,0,443020.0,4469449.0,3,22,22,20,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0
4,0,0,441943.0,4476133.0,3,22,22,40,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
9,7,6,438976.0,4475549.0,3,22,23,30,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
19,6,0,449274.0,4472837.0,3,22,22,43,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
20,0,0,449583.0,4477258.0,3,22,22,30,0,4,0,0,0,4,0,0,0,0,1,2,0,1,0,0,2,2,0,0,2
12,0,0,438959.0,4469502.0,3,22,23,55,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0
17,10,0,439230.0,4465193.0,3,22,23,30,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,1,6
10,6,0,435923.0,4471926.0,3,23,0,47,2,3,0,0,0,5,0,0,0,0,0,0,3,0,2,0,2,3,0,1,1
8,4,0,443634.0,4483949.0,3,23,1,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
3,7,0,442087.0,4473138.0,3,23,2,30,4,1,0,0,0,5,0,0,0,0,0,0,3,1,1,0,2,3,0,0,1
4,6,0,442290.0,4474906.0,3,23,1,15,0,5,0,0,0,5,0,0,0,0,0,0,0,3,2,0,2,3,0,0,2
1,4,0,439421.0,4473523.0,3,23,4,10,1,2,0,0,1,2,0,0,0,0,0,0,3,0,0,0,2,1,0,1,1
5,7,0,441451.0,4476566.0,3,23,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1
1,4,0,440522.0,4473346.0,3,23,6,15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10,2,0,435497.0,4470853.0,3,23,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1
9,3,6,438532.0,4474250.0,3,22,8,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13,5,0,444606.0,4472687.0,3,23,6,40,1,4,1,0,0,6,0,0,0,1,0,3,1,1,0,0,3,3,0,0,5
10,11,0,436343.0,4472124.0,3,23,6,45,0,2,2,0,0,4,0,0,0,2,0,0,0,1,1,0,3,1,0,0,4
21,7,0,450636.0,4479876.0,3,22,13,38,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2
14,2,0,445604.0,4472283.0,3,23,10,50,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
5,7,0,442564.0,4479067.0,3,23,11,20,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0
9,6,0,437634.0,4474537.0,3,23,11,40,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2
15,6,0,445297.0,4477128.0,3,23,14,55,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
11,9,0,439435.0,4471209.0,3,22,22,10,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
7,3,0,440374.0,4476151.0,3,22,21,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
19,4,0,447866.0,4472927.0,3,23,15,5,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0
8,4,0,442952.0,4482250.0,3,22,20,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6
19,3,0,449651.0,4473169.0,3,23,17,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
11,6,0,437935.0,4472122.0,3,23,17,30,1,2,0,0,0,3,0,0,0,0,0,1,0,0,2,0,2,1,0,0,1
2,4,0,441743.0,4472293.0,3,23,18,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
20,6,0,448183.0,4474370.0,3,23,16,40,3,3,0,0,0,6,0,0,0,0,2,1,2,0,1,0,2,4,0,0,0
4,6,0,443928.0,4475831.0,3,23,17,14,1,2,0,0,0,3,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1
18,6,0,444409.0,4468617.0,3,23,15,40,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
17,3,0,439267.0,4465277.0,3,23,18,40,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
11,6,0,437780.0,4471048.0,3,23,17,55,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
1,0,0,439642.0,4474952.0,3,23,19,0,1,3,0,0,0,4,0,0,0,0,0,0,1,1,2,0,2,2,0,0,0
4,4,6,441749.0,4476509.0,3,23,17,35,1,0,3,0,3,1,0,0,0,3,0,0,0,0,0,1,4,0,0,0,1
13,6,0,443195.0,4471754.0,3,23,18,20,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2
12,7,0,440412.0,4471111.0,3,23,20,15,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1
17,6,5,440163.0,4466412.0,3,23,20,25,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
10,6,0,438588.0,4473377.0,3,23,20,30,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
13,5,0,446102.0,4471272.0,3,23,20,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
3,3,0,442467.0,4472812.0,3,23,18,35,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2
11,3,0,436500.0,4469561.0,3,23,20,49,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
13,4,0,444275.0,4470760.0,3,23,19,48,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1
13,6,5,443078.0,4470691.0,3,23,21,18,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2
7,3,0,440372.0,4477068.0,3,23,21,40,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
5,7,0,441507.0,4478863.0,3,23,22,10,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2
5,2,0,442598.0,4478107.0,3,23,22,30,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
10,0,0,436194.0,4470923.0,3,23,22,30,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2
5,3,6,442436.0,4476967.0,3,22,14,50,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,3
11,6,0,438026.0,4471103.0,3,23,22,30,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
6,6,6,441281.0,4478432.0,3,24,2,20,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0
15,4,0,445482.0,4475109.0,3,24,3,45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
5,8,6,442362.0,4476544.0,3,24,4,42,0,4,0,0,0,4,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0
5,6,0,442072.0,4476565.0,3,24,5,14,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1
7,6,0,440674.0,4476458.0,3,24,5,15,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1
17,10,5,442046.0,4467971.0,3,25,3,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2
14,4,0,445415.0,4472550.0,3,24,6,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3,0,6,442958.0,4472464.0,3,24,6,20,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
12,6,6,440559.0,4470040.0,3,24,7,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
5,4,0,441502.0,4478895.0,3,24,6,45,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
14,3,0,446776.0,4473976.0,3,24,6,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
16,4,6,447317.0,4478114.0,3,24,7,15,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
5,0,0,441433.0,4477572.0,3,24,8,20,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2
20,6,0,448865.0,4474815.0,3,24,7,17,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0
15,4,0,444549.0,4476692.0,3,24,9,0,0,2,1,0,0,3,0,0,0,1,0,1,1,0,0,0,2,1,0,1,0
16,4,0,443023.0,4482261.0,3,24,9,50,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1
20,8,0,446015.0,4477580.0,3,24,9,20,0,1,2,0,0,3,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0
15,6,0,445209.0,4476149.0,3,24,11,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,1,0,0,1
13,9,6,445634.0,4471208.0,3,9,8,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
13,6,0,443193.0,4471132.0,3,24,13,45,2,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,2,1,0,1,0
6,3,0,439821.0,4478737.0,3,23,21,30,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2
15,0,0,443979.0,4477368.0,3,24,14,30,4,2,0,0,0,6,0,0,0,0,0,0,1,3,0,2,2,4,0,0,0
15,0,0,444047.0,4477213.0,3,24,14,50,1,2,0,0,0,3,0,0,0,0,0,1,1,1,0,0,2,1,0,0,1
20,4,0,447781.0,4475704.0,3,24,15,45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,3,0,442357.0,4475811.0,3,24,18,15,1,2,0,0,0,1,2,0,0,0,0,0,0,0,2,1,2,1,0,0,3
10,4,0,435792.0,4472173.0,3,24,17,10,0,3,1,0,0,3,1,0,0,1,0,0,1,1,1,0,3,1,0,0,0
13,4,0,443725.0,4471254.0,3,24,18,10,0,1,2,0,0,3,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0
14,4,0,446181.0,4473437.0,3,24,18,45,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1
9,0,0,439059.0,4476144.0,3,24,19,0,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0
1,7,0,439959.0,4474778.0,3,24,15,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
14,6,6,445065.0,4472360.0,3,24,19,30,1,2,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,1,0,0,1
12,0,6,439570.0,4470013.0,3,24,20,22,3,2,0,0,0,5,0,0,0,0,2,0,1,2,0,0,2,3,0,0,0
13,5,0,443861.0,4471463.0,3,24,18,45,1,2,0,0,0,2,1,0,0,0,0,0,0,2,1,0,2,1,0,0,1
2,3,0,441304.0,4473335.0,3,24,21,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
1,4,0,440764.0,4474861.0,3,24,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,4,0,443586.0,4471031.0,3,24,20,30,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
3,0,5,443537.0,4473134.0,3,24,21,15,1,2,0,0,0,3,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0
16,2,0,446363.0,4479529.0,3,22,21,30,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2
20,4,0,446931.0,4475277.0,3,24,21,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
4,6,0,442288.0,4474899.0,3,24,22,40,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
5,7,6,442711.0,4480420.0,3,24,23,45,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
1,3,0,440918.0,4473460.0,3,24,22,15,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7
15,7,0,443669.0,4477162.0,3,25,0,15,2,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1
14,7,0,444972.0,4472651.0,3,25,1,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
1,3,0,438845.0,4474101.0,3,24,6,55,1,2,0,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,1
16,11,3,439952.0,4465973.0,3,25,19,30,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,3
